archive,file_bytes,sha256,included_in_release,name,experiment_key,plate,instrument_well,biological_sample,well_position,assay,cas_variant,cas_promoter,guide_promoter,direct_repeat,donor_recruitment,guide_id,strain,replicate,timepoint,generations,control,figure,paper_panel,source_table
cas12a_precision_editing_figure1_fcs.zip,1008200,580cf10f29c1a66cb020aa9fdaacb58dcb772d338c17820d274e60d49e40a594,True,AD_20250121_cognate_DR_2_Experiment_Group_F03.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_2,F03,ys88_p136,,GFP_OFF,FnCas12a,TEF,SNR52,As_DR,,p136,ys88,2,11_gen,13.8,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,db047269e17cf0bbe6097c59ae0db68424f4da1f01cf7dbbfee306a834141da8,True,AD_20250121_cognate_DR_2_Experiment_Group_F04.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_2,F04,ys90_p136,,GFP_OFF,AsCas12a,TEF,SNR52,As_DR,,p136,ys90,2,11_gen,11.9,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,977b2ec97e2ec492fc1fa11274f2ec4bc3523b0838cddb57c25b36c1652e942b,True,AD_20250121_cognate_DR_2_Experiment_Group_G03.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_2,G03,ys89_A82,,GFP_OFF,LbCas12a,TEF,SNR52,cognate,,A82,ys89,1,11_gen,13.6,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,2a7874b76f049c475f297cb9de1cbdb17547db902866f282558bc8ab495126df,True,AD_20250121_cognate_DR_2_Experiment_Group_G04.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_2,G04,ys91_A81,,GFP_OFF,MbCas12a,TEF,SNR52,cognate,,A81,ys91,1,11_gen,14.0,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,07fdd62ff898420734069421a4c4c5f4b9d48b27f7b7d8895150662882c7f50d,True,AD_20250121_cognate_DR_2_Experiment_Group_H03.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_2,H03,ys89_A82,,GFP_OFF,LbCas12a,TEF,SNR52,cognate,,A82,ys89,2,11_gen,14.0,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,9be755417b58023ed594295a362d86120498d85218016b8900680bda75bbd93c,True,AD_20250121_cognate_DR_2_Experiment_Group_H04.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_2,H04,ys91_A81,,GFP_OFF,MbCas12a,TEF,SNR52,cognate,,A81,ys91,2,11_gen,13.5,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,4cadcf2c6f8cb4b329288d7d9e08748d25f6633779b0ba6f43ead3d4458a261f,True,AD_20260429_TEF_cognate_Experiment_Group(1)_E02.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,E02,ys305_A115,,GFP_ON,LbCas12a(CO),TEF,SNR52,cognate,,A115,ys305,1,11_gen,14.2,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,e489752605e03901601b3aff81602f7a643e83f854e9f957d202ac371b17757b,True,AD_20260429_TEF_cognate_Experiment_Group(1)_E03.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,E03,ys306_A113,,GFP_ON,FnCas12a(CO),TEF,SNR52,cognate,,A113,ys306,1,11_gen,15.1,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,02ae7d135cdf46ccc4571e738c0be5a949cc0a9dffbc09ba3fa2105d6d6e7bbe,True,AD_20260429_TEF_cognate_Experiment_Group(1)_E04.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,E04,ys307_A113,,GFP_ON,FnCas12a,TEF,SNR52,cognate,,A113,ys307,1,11_gen,14.2,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,4d96a08cc91f38ce56ed86f3f01bef1c85852d1100bc4fffbdb1e7a01263b652,True,AD_20260429_TEF_cognate_Experiment_Group(1)_E05.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,E05,ys308_A115,,GFP_ON,LbCas12a,TEF,SNR52,cognate,,A115,ys308,1,11_gen,14.3,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,7a59df6eb9327fb15ad4b61d6ccec6dfc62d009b9a452ec9c49622f573e19446,True,AD_20260429_TEF_cognate_Experiment_Group(1)_E06.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,E06,ys310_A114,,GFP_ON,MbCas12a,TEF,SNR52,cognate,,A114,ys310,1,11_gen,13.7,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,af6f16693b1261e93e4391f99ea8ccb94a786545bdeee8c61859a9ca828cfc79,True,AD_20260429_TEF_cognate_Experiment_Group(1)_F02.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,F02,ys305_A115,,GFP_ON,LbCas12a(CO),TEF,SNR52,cognate,,A115,ys305,2,11_gen,13.8,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,594f703c0cf2bdb3004fd299f331a8e8848ddbdbbaf5d49e35b04e89e0b1d06f,True,AD_20260429_TEF_cognate_Experiment_Group(1)_F03.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,F03,ys306_A113,,GFP_ON,FnCas12a(CO),TEF,SNR52,cognate,,A113,ys306,2,11_gen,14.9,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,14aae7d46967d543d370838c4a8ae518a4d58cac5f9183984d7ab62b3188c61e,True,AD_20260429_TEF_cognate_Experiment_Group(1)_F04.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,F04,ys307_A113,,GFP_ON,FnCas12a,TEF,SNR52,cognate,,A113,ys307,2,11_gen,14.6,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,137755c8dc0eba3921b80af825e6dc4da329c3a86cc72bb5fb2183e1d86509ca,True,AD_20260429_TEF_cognate_Experiment_Group(1)_F05.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,F05,ys308_A115,,GFP_ON,LbCas12a,TEF,SNR52,cognate,,A115,ys308,2,11_gen,14.9,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,e8bb9bca56735c4805e9766061ba42a64939154db72558334529948550b3e259,True,AD_20260429_TEF_cognate_Experiment_Group(1)_F06.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,F06,ys310_A114,,GFP_ON,MbCas12a,TEF,SNR52,cognate,,A114,ys310,2,11_gen,13.3,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,af4d3c63a10cdffa574f2833a799b548270ab23fab2587ebe28a7bc2d3ce5e72,True,AD_20250121_cognate_DR_3_Experiment_Group_A06.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,A06,ys85_A71,,GFP_OFF,enAsCas12a,TEF,syn1,As_DR,,A71,ys85,1,20_gen,18.6,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,43b1d2e16b32ab458ce2b73b4b829fd8a21afda688eeb118186e56c8938f2c5d,True,AD_20250121_cognate_DR_3_Experiment_Group_A08.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,A08,ys88_A80,,GFP_OFF,FnCas12a,TEF,SNR52,cognate,,A80,ys88,1,20_gen,20.2,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,2ecd0df14db4a802499f29002f1cfe8ad25963c747e170da26124c52a878cfea,True,AD_20250121_cognate_DR_3_Experiment_Group_A10.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,A10,ys89_p136,,GFP_OFF,LbCas12a,TEF,SNR52,As_DR,,p136,ys89,1,20_gen,17.7,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,c207b594c1ae32280f4982842d9b416a205fbd9076b5ad9152e0c5e0c6034119,True,AD_20250121_cognate_DR_3_Experiment_Group_A11.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,A11,ys91_p136,,GFP_OFF,MbCas12a,TEF,SNR52,As_DR,,p136,ys91,1,20_gen,18.0,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,9276e3a42e5736edabbf0e1d2006b4f23f8dd8285e02fb59269cec7d9eaa5b71,True,AD_20250121_cognate_DR_3_Experiment_Group_B06.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,B06,ys85_A71,,GFP_OFF,enAsCas12a,TEF,syn1,As_DR,,A71,ys85,2,20_gen,18.1,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,6bac3173a6080264be250f7c5cb4b6e3219ac43ca8d5a98fceb9fcacbcd53297,True,AD_20250121_cognate_DR_3_Experiment_Group_B08.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,B08,ys88_A80,,GFP_OFF,FnCas12a,TEF,SNR52,cognate,,A80,ys88,2,20_gen,19.9,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,a2daf0cfc3e034b364cf875d969d183d1b5f057d93925176b7391e14e8be3fd3,True,AD_20250121_cognate_DR_3_Experiment_Group_B10.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,B10,ys89_p136,,GFP_OFF,LbCas12a,TEF,SNR52,As_DR,,p136,ys89,2,20_gen,17.5,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,ce11324fbd531c022d4a60d4b5d98edbc47cd0f065130e2c286a5ccb5d0fe061,True,AD_20250121_cognate_DR_3_Experiment_Group_B11.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,B11,ys91_p136,,GFP_OFF,MbCas12a,TEF,SNR52,As_DR,,p136,ys91,2,20_gen,17.1,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,23495b784e2fb9af7f7196e2b04105bb04b2f7bb2b1a9dfaf3b058585cfb3fe8,True,AD_20250121_cognate_DR_3_Experiment_Group_C08.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,C08,ys88_A83,,GFP_OFF,FnCas12a,TEF,syn1,cognate,,A83,ys88,1,20_gen,18.2,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,93102d8a784074083ac2510a095a12a8185bab3ee2cb0c17e38afbced84695dc,True,AD_20250121_cognate_DR_3_Experiment_Group_C10.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,C10,ys90_A71,,GFP_OFF,AsCas12a,TEF,syn1,As_DR,,A71,ys90,1,20_gen,18.6,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,107e2749492dd561e749da7156f07f38bea24544e5fd9cfde62f86205f02996b,True,AD_20250121_cognate_DR_3_Experiment_Group_D08.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,D08,ys88_A83,,GFP_OFF,FnCas12a,TEF,syn1,cognate,,A83,ys88,2,20_gen,17.9,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,09bbeb54ca414a6b109feb816621e2cb6353f08106496ac05844ac05e76af479,True,AD_20250121_cognate_DR_3_Experiment_Group_D10.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,D10,ys90_A71,,GFP_OFF,AsCas12a,TEF,syn1,As_DR,,A71,ys90,2,20_gen,18.8,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,9e86c75cd292d508108b28cd58563a8fa30a650c9394fe520702b77f5be0f420,True,AD_20250121_cognate_DR_3_Experiment_Group_E06.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,E06,ys85_p136,,GFP_OFF,enAsCas12a,TEF,SNR52,As_DR,,p136,ys85,1,20_gen,20.2,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,8b622ed2e27262d7d0c96e603a0f81a1c2fcf4ae5a4233e8e146e9f519fe2d78,True,AD_20250121_cognate_DR_3_Experiment_Group_E08.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,E08,ys88_p136,,GFP_OFF,FnCas12a,TEF,SNR52,As_DR,,p136,ys88,1,20_gen,19.9,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,2dc6518a373a7ea94629fe031f386d975bada46bceb8634b15a7d133d62dd808,True,AD_20250121_cognate_DR_3_Experiment_Group_E10.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,E10,ys90_p136,,GFP_OFF,AsCas12a,TEF,SNR52,As_DR,,p136,ys90,1,20_gen,17.4,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,da7e769ff9cec3e81316081718f1a5577278dc70badbd09fea8871cb2aabd6e5,True,AD_20250121_cognate_DR_3_Experiment_Group_F06.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,F06,ys85_p136,,GFP_OFF,enAsCas12a,TEF,SNR52,As_DR,,p136,ys85,2,20_gen,20.5,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,5a5a6f8eb4bd50ecbed8e3a457b4fee65ef1076198dc36bfe76c8d26171d9d8a,True,AD_20250121_cognate_DR_3_Experiment_Group_F08.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,F08,ys88_p136,,GFP_OFF,FnCas12a,TEF,SNR52,As_DR,,p136,ys88,2,20_gen,19.8,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,dda2f8715b04434e5f27c1e75e36e291d7784471b2992176a3f3a9d0c451325a,True,AD_20250121_cognate_DR_3_Experiment_Group_F10.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,F10,ys90_p136,,GFP_OFF,AsCas12a,TEF,SNR52,As_DR,,p136,ys90,2,20_gen,17.4,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,29e55cef2fda569df0d1556f5df92bb7fad77e536e83e0ea5f8938a7b0828a63,True,AD_20250121_cognate_DR_3_Experiment_Group_G08.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,G08,ys89_A82,,GFP_OFF,LbCas12a,TEF,SNR52,cognate,,A82,ys89,1,20_gen,20.3,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,dbc808f2428b08b48809efa18aa2258871633a2b163a6ba08e1697c5596f1504,True,AD_20250121_cognate_DR_3_Experiment_Group_G10.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,G10,ys91_A81,,GFP_OFF,MbCas12a,TEF,SNR52,cognate,,A81,ys91,1,20_gen,19.8,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,7cddcde3d8080a4681b8296be84f6affc7a0caa154ddbd19691212a75d918835,True,AD_20250121_cognate_DR_3_Experiment_Group_H08.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,H08,ys89_A82,,GFP_OFF,LbCas12a,TEF,SNR52,cognate,,A82,ys89,2,20_gen,20.3,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,a1c423cea1e48ec39c3179f91612b06ee51bba32bab7aa39b56f08619d135408,True,AD_20250121_cognate_DR_3_Experiment_Group_H10.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_3,H10,ys91_A81,,GFP_OFF,MbCas12a,TEF,SNR52,cognate,,A81,ys91,2,20_gen,19.9,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,97639c6957d6bbd927398a3dd1ab98a4885370282047c8fa863f093209175a49,True,AD_20260429_TEF_cognate_Experiment_last timepoint_G02.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,G02,ys305_A115,,GFP_ON,LbCas12a(CO),TEF,SNR52,cognate,,A115,ys305,1,20_gen,23.2,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,885ae4a788f29972f5e4b2dc4fb9bd20cb51b45b12c4dd1ac2db5d4bab2a4105,True,AD_20260429_TEF_cognate_Experiment_last timepoint_G03.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,G03,ys306_A113,,GFP_ON,FnCas12a(CO),TEF,SNR52,cognate,,A113,ys306,1,20_gen,24.0,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,461db787d572a90863a8e797388dc6c360277ed6f8d756a18b66b92dc1de9b2a,True,AD_20260429_TEF_cognate_Experiment_last timepoint_G04.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,G04,ys307_A113,,GFP_ON,FnCas12a,TEF,SNR52,cognate,,A113,ys307,1,20_gen,23.1,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,f35c7aa4dd62776006dadb2c39b76d6a9d1d1f28c4cb59a84882e9cf619cb216,True,AD_20260429_TEF_cognate_Experiment_last timepoint_G05.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,G05,ys308_A115,,GFP_ON,LbCas12a,TEF,SNR52,cognate,,A115,ys308,1,20_gen,23.3,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,d0fcb68ac0ffe1622c8212fc35271198a9ddc36a50d16ffcca91b1187d31c62a,True,AD_20260429_TEF_cognate_Experiment_last timepoint_G06.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,G06,ys310_A114,,GFP_ON,MbCas12a,TEF,SNR52,cognate,,A114,ys310,1,20_gen,22.7,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,bf0d7a0b3081a0398a8985468c0bf5dc0a9154298db9468bf8a6ae7a81977222,True,AD_20260429_TEF_cognate_Experiment_last timepoint_H02.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,H02,ys305_A115,,GFP_ON,LbCas12a(CO),TEF,SNR52,cognate,,A115,ys305,2,20_gen,22.8,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,b40f77272b20e71b2dbedbdd05181bea9d66a66ba99ff4479bd62715f4c5d773,True,AD_20260429_TEF_cognate_Experiment_last timepoint_H03.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,H03,ys306_A113,,GFP_ON,FnCas12a(CO),TEF,SNR52,cognate,,A113,ys306,2,20_gen,23.7,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,db947a8ec68e77efaaa5214ff15790ad5df886dd7f9cadfdf668179db97f945c,True,AD_20260429_TEF_cognate_Experiment_last timepoint_H04.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,H04,ys307_A113,,GFP_ON,FnCas12a,TEF,SNR52,cognate,,A113,ys307,2,20_gen,23.3,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,f1acf2bbaa3ef2f618c3a1bc5c2f99c673f52a5979c1925a6fa9b17680888277,True,AD_20260429_TEF_cognate_Experiment_last timepoint_H05.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,H05,ys308_A115,,GFP_ON,LbCas12a,TEF,SNR52,cognate,,A115,ys308,2,20_gen,23.6,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,d3a2274e6c5ce37bcc39c67b1fb28d0d8f2be42b7c9871ff81a1fa8c294bb1c5,True,AD_20260429_TEF_cognate_Experiment_last timepoint_H06.fcs,direct_repeat_comparison,AD_20260429_TEF_cognate,H06,ys310_A114,,GFP_ON,MbCas12a,TEF,SNR52,cognate,,A114,ys310,2,20_gen,22.3,no,Figure 1,GFP ON cognate direct-repeat kinetics,processed_data/DR_data_gfp_on_cognate_processed_20260506.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,5e52b4dbb77ce18b38c27f7cf5f2646568e1c9da2331020849531d001866baf0,True,AD_20250121_cognate_DR_1_Experiment_Group_A01.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_1,A01,ys85_A71,,GFP_OFF,enAsCas12a,TEF,syn1,As_DR,,A71,ys85,1,6_gen,6.7,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,31c1c56b2020e8603dd3b231fc1e3a9bd4288e84ccd462c076633aab77723b40,True,AD_20250121_cognate_DR_1_Experiment_Group_A03.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_1,A03,ys88_A80,,GFP_OFF,FnCas12a,TEF,SNR52,cognate,,A80,ys88,1,6_gen,8.8,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,223e2a24717a189e11679e091a689558c401a453539bf387c9b6364009d79b93,True,AD_20250121_cognate_DR_1_Experiment_Group_A04.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_1,A04,ys89_p136,,GFP_OFF,LbCas12a,TEF,SNR52,As_DR,,p136,ys89,1,6_gen,6.4,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,7fa40ff4fa8b10ba641b4f0863f37779473c5b1be8c04726a04584828cc95955,True,AD_20250121_cognate_DR_1_Experiment_Group_A05.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_1,A05,ys91_p136,,GFP_OFF,MbCas12a,TEF,SNR52,As_DR,,p136,ys91,1,6_gen,6.5,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,ddbb28ca88204ba02878c987002fee5799484f148a3946a4e9b99bde444b2f4e,True,AD_20250121_cognate_DR_1_Experiment_Group_B01.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_1,B01,ys85_A71,,GFP_OFF,enAsCas12a,TEF,syn1,As_DR,,A71,ys85,2,6_gen,6.3,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,6f3c5c5e2425a3317e32c191de414412b09b177c7036c27812879bdb60ba3ab6,True,AD_20250121_cognate_DR_1_Experiment_Group_B03.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_1,B03,ys88_A80,,GFP_OFF,FnCas12a,TEF,SNR52,cognate,,A80,ys88,2,6_gen,8.7,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,1c85569d3f01ce51d153bb5b55c721dca3ef1df439c158a79c86e8f632e062b0,True,AD_20250121_cognate_DR_1_Experiment_Group_B04.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_1,B04,ys89_p136,,GFP_OFF,LbCas12a,TEF,SNR52,As_DR,,p136,ys89,2,6_gen,6.2,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,ca33a9b846f1dd6dd07264604378b293ed2d7ebcbe9894de845f5f90f0fd2164,True,AD_20250121_cognate_DR_1_Experiment_Group_B05.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_1,B05,ys91_p136,,GFP_OFF,MbCas12a,TEF,SNR52,As_DR,,p136,ys91,2,6_gen,5.9,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,44dd992e60edd4b725694652141e78b6df7f6860ce5ee748dde849b051329b99,True,AD_20250121_cognate_DR_1_Experiment_Group_C03.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_1,C03,ys88_A83,,GFP_OFF,FnCas12a,TEF,syn1,cognate,,A83,ys88,1,6_gen,6.5,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
cas12a_precision_editing_figure1_fcs.zip,1008200,6019192a66e50490641fa82b1980147fd0d90e04dd6282fcac49a60830a92a57,True,AD_20250121_cognate_DR_1_Experiment_Group_C04.fcs,direct_repeat_comparison,AD_20250121_cognate_DR_1,C04,ys90_A71,,GFP_OFF,AsCas12a,TEF,syn1,As_DR,,A71,ys90,1,6_gen,7.2,no,Figure 1,GFP OFF direct-repeat comparison,processed_data/DR_data_processed_20260312.csv
