archive,file_bytes,sha256,included_in_release,name,experiment_key,plate,instrument_well,biological_sample,well_position,assay,cas_variant,cas_promoter,guide_promoter,direct_repeat,donor_recruitment,guide_id,strain,replicate,timepoint,generations,control,figure,paper_panel,source_table
cas12a_precision_editing_figure2_fcs.zip,1008200,821dd819676add9af279f6cb4456fc23c65ffd7bbb323a1365430b80f4c4aecb,True,AD_20241203_fnsnrrpr_casvariants_timepoint3_glu_Experiment_Group_F07.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint3_glu,F07,E05,E05,GFP panel,FnCas12a,,RPR1,,No,E05,,2,20_gen,20.4,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,685b17ee6f8cd8d713cf6b57d921778ee3bab323130854e8a78321acb20a239b,True,AD_20241203_fnsnrrpr_casvariants_timepoint3_glu_Experiment_Group_G05.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint3_glu,G05,A12,A12,GFP panel,FnCas12a,,RPR1,,No,A12,,1,20_gen,19.3,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,55e502cafc97ebe0e66495a52df58d0281f805bbbe599e3f9d218c65e9aa2822,True,AD_20241203_fnsnrrpr_casvariants_timepoint3_glu_Experiment_Group_G06.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint3_glu,G06,C05,C05,GFP panel,FnCas12a,,RPR1,,No,C05,,1,20_gen,19.5,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,e8471f6ea64361e7069b8be4b2c8c2b5b8a33a6279e2baa828abf42435f012f0,True,AD_20241203_fnsnrrpr_casvariants_timepoint3_glu_Experiment_Group_G07.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint3_glu,G07,G03,G03,GFP panel,FnCas12a,,RPR1,,No,G03,,1,20_gen,19.7,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,fc26f2eb6e492c8886634798d1072ff8742eabec60aa68eaf324456ac4815ddf,True,AD_20241203_fnsnrrpr_casvariants_timepoint3_glu_Experiment_Group_H05.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint3_glu,H05,A12,A12,GFP panel,FnCas12a,,RPR1,,No,A12,,2,20_gen,17.2,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,4388290aadab1ee96987b6ef220f438f6b682bc7d142b93e823cb7717732484b,True,AD_20241203_fnsnrrpr_casvariants_timepoint3_glu_Experiment_Group_H06.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint3_glu,H06,C05,C05,GFP panel,FnCas12a,,RPR1,,No,C05,,2,20_gen,19.8,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,ef024329b3d25e22fc8bafb1d3224745b489380cafe93a4137fca378d4031a42,True,AD_20241203_fnsnrrpr_casvariants_timepoint3_glu_Experiment_Group_H07.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint3_glu,H07,G03,G03,GFP panel,FnCas12a,,RPR1,,No,G03,,2,20_gen,19.4,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,f60a2cfe40b463ad997ad412cd0e11f89334d6fb5db7d733e608286a0bf4ae2b,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_A05.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,A05,A01,A01,GFP panel,FnCas12a,,RPR1,,No,A01,,1,6_gen,5.1,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,260240,a7d8a0cd942d89648b3f26c871a929781433869e287cca790a10fd524bb2f089,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_A06.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,A06,B05,B05,GFP panel,FnCas12a,,RPR1,,No,B05,,1,6_gen,1.6,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,60ec4b1ede52639203045c5a53eba384df87d763813d9eee07f69fb5683065c5,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_A07.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,A07,E01,E01,GFP panel,FnCas12a,,RPR1,,No,E01,,1,6_gen,6.1,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,212240,f16f09f17e752a32b0a54d2afcda6c0bfe61370df4ba4afa114c111cdc94bab6,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_A08.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,A08,H11,H11,GFP panel,FnCas12a,,RPR1,,No,H11,,1,6_gen,3.2,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,a64075b0809c6edf8da3dbc2decad31affb23d8f2392bca9f71741816c903796,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_B05.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,B05,A01,A01,GFP panel,FnCas12a,,RPR1,,No,A01,,2,6_gen,5.5,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,164600,3db19fc9a3706dd209352e33855fdce5b6ae144282752c6f62730dd33e210b2c,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_B06.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,B06,B05,B05,GFP panel,FnCas12a,,RPR1,,No,B05,,2,6_gen,3.7,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,68acc74d81d4f92fbb2be6509edd13e8ce0518e19e5167cb6f023b16d261099f,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_B07.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,B07,E01,E01,GFP panel,FnCas12a,,RPR1,,No,E01,,2,6_gen,6.1,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,165960,73e26b7ca0b001ff4eb2f51081e41726510f34aacde44b1c229d32821c5f94f2,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_B08.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,B08,H11,H11,GFP panel,FnCas12a,,RPR1,,No,H11,,2,6_gen,3.5,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,576400,c65a2d115c835f61e46f990defeb22b1fc1b080d0396494c219a397f312bdcf7,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_C05.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,C05,A04,A04,GFP panel,FnCas12a,,RPR1,,No,A04,,1,6_gen,2.3,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,571120,7ca165012ce15ec09c7bd4307afce7fcf255fafd71e847021cb8086cde07e61c,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_C06.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,C06,C03,C03,GFP panel,FnCas12a,,RPR1,,No,C03,,1,6_gen,4.5,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,843160,7cca190c7612a2b852f4b77e7c75f30f65d2ecaee70cd6a3d037e1773af93e84,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_C07.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,C07,E02,E02,GFP panel,FnCas12a,,RPR1,,No,E02,,1,6_gen,4.9,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,596280,d2f955fba1d4b8fb039c4f82f5a565938235706265fa08480de039979ee030ee,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_D05.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,D05,A04,A04,GFP panel,FnCas12a,,RPR1,,No,A04,,2,6_gen,3.2,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,796080,133771c8e22052423eb94f86a773db66371af10e71a99b5037d70712727d422f,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_D06.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,D06,C03,C03,GFP panel,FnCas12a,,RPR1,,No,C03,,2,6_gen,4.3,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,607080,59e995cccb5103a77ccea5cd3545f2bec9e4505b95d9136bdbc016481b54337b,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_D07.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,D07,E02,E02,GFP panel,FnCas12a,,RPR1,,No,E02,,2,6_gen,4.6,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,82303030e96b439d1c1d41fbc6e8693736242071c2817806147d44e8003a2a92,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_E05.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,E05,A09,A09,GFP panel,FnCas12a,,RPR1,,No,A09,,1,6_gen,7.0,Yes,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,cceb788fc9b99c52ee0234fc868502cf5178f7ba76b12e7a100223f8d3a6454e,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_E06.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,E06,C04,C04,GFP panel,FnCas12a,,RPR1,,No,C04,,1,6_gen,3.2,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,baa1a2ddc880cb0d9fa1d20c722bb226fe169563952ee53380063c412f44e7a0,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_E07.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,E07,E05,E05,GFP panel,FnCas12a,,RPR1,,No,E05,,1,6_gen,5.6,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,5cfcf8489cee619b2cb14d45d9fba27b5f46ad129ae8cb0bde15a062933ade84,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_F05.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,F05,A09,A09,GFP panel,FnCas12a,,RPR1,,No,A09,,2,6_gen,6.7,Yes,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,5e5a30e8caeb7914160df74d4c5db225156adf6637099bd41df06cffd698ea85,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_F06.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,F06,C04,C04,GFP panel,FnCas12a,,RPR1,,No,C04,,2,6_gen,3.4,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,d4286e2c647cca179a49b9e2996166aa588cb425a04ac68c1272a38305759146,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_F07.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,F07,E05,E05,GFP panel,FnCas12a,,RPR1,,No,E05,,2,6_gen,5.7,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,2c7284228e8619d5193427489a00afe8e24a3807e4de47b2999e99e8d90195ec,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_G05.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,G05,A12,A12,GFP panel,FnCas12a,,RPR1,,No,A12,,1,6_gen,2.8,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,c7e9860211f1d0bd46651063a45e0eca1bb3213e115e1dd458acb9575e9a1bd8,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_G06.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,G06,C05,C05,GFP panel,FnCas12a,,RPR1,,No,C05,,1,6_gen,6.1,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,3b73c2ff0190cc57169de98918caa9ba40428432aca8270cb6da478649787008,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_G07.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,G07,G03,G03,GFP panel,FnCas12a,,RPR1,,No,G03,,1,6_gen,4.9,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,52e177cad4297ba9d737c91707f7fe03d2f2f0941edb8ec9318d19c74db87b1c,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_H05.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,H05,A12,A12,GFP panel,FnCas12a,,RPR1,,No,A12,,2,6_gen,3.9,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,0558437516f05375008a40b4183986cdcfb22b03584f9ba770de11580e84bcb4,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_H06.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,H06,C05,C05,GFP panel,FnCas12a,,RPR1,,No,C05,,2,6_gen,5.9,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,3a96ffb7f39a22faa276c002e1208f2b9f22d82becffe8859a08b19afd8cf131,True,AD_20241203_fnsnrrpr_casvariants_timepoint1_Experiment_Group_H07.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_timepoint1,H07,G03,G03,GFP panel,FnCas12a,,RPR1,,No,G03,,2,6_gen,4.4,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,3a4b5a28255077bd8fdabfe139d84b8f97f12bf1cc52bae7a1d33bc9237f2ccc,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_A05.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,A05,A12,A12,GFP panel,FnCas12a,,RPR1,,No,A12,,1,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,27b70df909b3e7d31e47690587003c115b2c3cc6f567e6926cfe16dff968ddbc,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_A06.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,A06,C05,C05,GFP panel,FnCas12a,,RPR1,,No,C05,,1,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,06dc3af4411c801a60af6718350e7b0e2d2b5f719e14fa904e2fc194c8441c21,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_A07.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,A07,G03,G03,GFP panel,FnCas12a,,RPR1,,No,G03,,1,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,423457b65dd3ce9a90c8d57d3e25c326c4527a25b0688fb9b32a96001d3acc58,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_B05.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,B05,A12,A12,GFP panel,FnCas12a,,RPR1,,No,A12,,2,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,f42047f2fa724916a1eafbfa1d78adb85fe45b87539fd3191dd96928ecfcce69,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_B06.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,B06,C05,C05,GFP panel,FnCas12a,,RPR1,,No,C05,,2,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,1008200,95dc8173b82c8cc6b52cf2ee9298cdbdbe9c0efe946c8c9487933558b2d3fbf0,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_B07.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,B07,G03,G03,GFP panel,FnCas12a,,RPR1,,No,G03,,2,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,580000,c1a43957e05f04d449985fc9144d4853f914c5ba02f2e29598697a9a4cfc398b,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_C04.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,C04,A01,A01,GFP panel,FnCas12a,,RPR1,,No,A01,,1,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,513760,b633ca4d48ceb7851b252e9b0f722f6090b1de593b36eeadac2b02c3a36feed5,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_C05.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,C05,B05,B05,GFP panel,FnCas12a,,RPR1,,No,B05,,1,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,862720,f83ca069608b9070f1f6fe44303719b610a8ae472cb2dedb663cb4623a766938,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_C06.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,C06,E01,E01,GFP panel,FnCas12a,,RPR1,,No,E01,,1,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,894640,3347240731a2bdcae0e2839c0b1bec43683c40483c3e6f102272ec99ea1213c8,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_C07.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,C07,H11,H11,GFP panel,FnCas12a,,RPR1,,No,H11,,1,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,360920,93c196f06e3eca1cf84d2ca48a41b5f70bea7a989a5f534bb421a5fe1c217098,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_D04.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,D04,A01,A01,GFP panel,FnCas12a,,RPR1,,No,A01,,2,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,943160,84eaa37dd6b6813bd050a577c19a120c956d371d7e8622ce08f754989cf8dba9,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_D05.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,D05,B05,B05,GFP panel,FnCas12a,,RPR1,,No,B05,,2,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,419560,c5a5d350cac0a42d0650d832ef4f847827b1b0fc1c1a529aee644bda22a4ffe9,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_D06.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,D06,E01,E01,GFP panel,FnCas12a,,RPR1,,No,E01,,2,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,431200,2ae87f891780e27d03a24455f3137d7517dcc721b13e60381fe3835fb454252e,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_D07.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,D07,H11,H11,GFP panel,FnCas12a,,RPR1,,No,H11,,2,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,617800,33453907615fca1a1644b7b3c6bc3e74a195e8a015587dcab66b4e47b3212145,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_E04.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,E04,A04,A04,GFP panel,FnCas12a,,RPR1,,No,A04,,1,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,718360,a242e7a38efe7ed9dfa1937badc9f7d6df758068a5681860a5f90df0ad50938d,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_E05.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,E05,C03,C03,GFP panel,FnCas12a,,RPR1,,No,C03,,1,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,570680,95fffad07faeca1a1b3c5b9ac12a8359f3bee34dbb4feaea851d9c0a17248855,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_E06.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,E06,E02,E02,GFP panel,FnCas12a,,RPR1,,No,E02,,1,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,257920,d49f523bd693ceb90f40b088310a8d40780d54aad22a0c03100edf886806b9bd,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_F04.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,F04,A04,A04,GFP panel,FnCas12a,,RPR1,,No,A04,,2,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,366600,fec56ef693f944d009a87e6faeb07ad210683ae2628118f6cbedfcf963662a96,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_F05.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,F05,C03,C03,GFP panel,FnCas12a,,RPR1,,No,C03,,2,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,265640,ce32abc22afd615e640268ed7c65556956a7382359251d8b2beb01733ed3f892,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_F06.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,F06,E02,E02,GFP panel,FnCas12a,,RPR1,,No,E02,,2,scraped,0.0,No,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
cas12a_precision_editing_figure2_fcs.zip,293440,44e97491acbb8af1a6bfef0fac1a782bfd02868641cb148317f5d4c2f6d7839b,True,AD_20241203_fnsnrrpr_casvariants_scraped_Experiment_Group_G04.fcs,fncas12a_rpr_no,AD_20241203_fnsnrrpr_casvariants_scraped,G04,A09,A09,GFP panel,FnCas12a,,RPR1,,No,A09,,1,scraped,0.0,Yes,Figure 2,GFP panel replicate kinetics,results/01_gfp_library_transfer_counts/tables/gfp_lib_standardized_all_replicates.csv
