"preferred_rule_count","total_guides","successful_guides","total_assayed_colonies","edited_colonies","design_success_rate","design_success_lower","design_success_upper","colony_edit_rate","colony_edit_lower","colony_edit_upper"
"0",32,9,51,10,0.28125,0.155645804977428,0.453745094259166,0.196078431372549,0.110153425124667,0.324580794813656
"1",150,67,243,85,0.446666666666667,0.369428010415095,0.526568815650833,0.349794238683128,0.292592232247127,0.411671385587723
"2",213,123,330,151,0.577464788732394,0.510331866167875,0.641853053540158,0.457575757575758,0.404620151740977,0.51150770098615
"3",135,99,209,124,0.733333333333333,0.653037788008605,0.80071716771655,0.593301435406699,0.525603596349094,0.657631381535807
