term,estimate,std.error,statistic,p.value,conf.low,conf.high,odds_ratio,odds_ratio_low,odds_ratio_high,feature_group,term_label
roundround_2,0.07279318839375878,0.1873298965522989,0.3885828676227146,0.6975847423536027,-0.2921132180893447,0.44318067288341745,1.0755080863579527,0.7466839930525158,1.5576537347119221,Round,Round 2 vs Round 1
pamTTTC,0.5160172699357866,0.2068638710122938,2.494477490973375,0.012614272674295888,0.11280774543969402,0.9247436394535486,1.6753419101949625,1.1194166992941013,2.5212218356952745,PAM,TTTC vs TTTA
pamTTTG,-0.5879024425619348,0.1810854348207022,-3.2465473722060176,0.0011681400565323825,-0.9448039053117726,-0.23437257243931187,0.5554912383567548,0.38875579637449026,0.7910670312111918,PAM,TTTG vs TTTA
pam_dist_bin7-11,0.10629643654734508,0.2279868692022378,0.4662392922859688,0.6410442272342635,-0.3380949324658164,0.5569042114052324,1.1121515100001587,0.7131275857246114,1.7452611688274402,PAM,7-11 nt vs 1-6 nt
pam_dist_bin12-17,-0.06206696755467677,0.2036012166989043,-0.30484575957355164,0.7604836281086175,-0.461177556832101,0.3377695251307555,0.9398199472399554,0.6305407106470243,1.401817382493191,PAM,12-17 nt vs 1-6 nt
pam_dist_bin18-23,-1.047753975220384,0.2546914532756078,-4.113816783975801,3.891703567755056e-5,-1.552290055714451,-0.5522457984944291,0.3507246012809364,0.21176247026867864,0.5756555512315753,PAM,18-23 nt vs 1-6 nt
pam_dist_binPAM,-0.8160565218472466,0.2629814054036606,-3.103095903661512,0.0019150756993600822,-1.334137395867393,-0.3013817041414284,0.44217191620007357,0.2633852747200064,0.7397953359029568,PAM,PAM-overlap vs 1-6 nt
deepcpf1_score,1.7797965295180214,0.405283590575397,4.391484311001031,1.1257946038372466e-5,0.9905740771409868,2.5808513419913446,5.928649990587997,2.6927798920935047,13.208378221428651,Guide score,DeepCpf1 score
max_a,0.09103674619490328,0.072688323793187265,1.2524259942204874,0.21041467930733374,-0.05066456237902447,0.23460568711551644,1.0953092529662747,0.9505974832168289,1.2644100972304446,Homopolymers,max A run
max_t,0.3410108404815076,0.1224496122942413,2.78490747412146,0.005354299930192569,0.10221750271870521,0.5827217640741928,1.4063684864911048,1.1076243568393171,1.7909062274780914,Homopolymers,max T run
vardiff,0.050319993933122954,0.05017451591962346,1.0028994403001823,0.3159093827081647,-0.03623060180757345,0.1728447674347972,1.0516075505777125,0.9644178713342481,1.1886815686722583,Variant size,Variant length difference
