guide_gc_23_bin,total_guides,successful_guides,total_assayed_colonies,edited_colonies,design_success_rate,design_success_lower,design_success_upper,colony_edit_rate,colony_edit_lower,colony_edit_upper
30-39%,240,164,363,223,0.6833333333333333,0.621987309049706,0.7389029203050558,0.6143250688705234,0.5633032559274344,0.6629525229772314
40-49%,116,83,196,122,0.7155172413793104,0.6275380247564369,0.7896798603730292,0.6224489795918368,0.552842279277374,0.6873481210692707
50-59%,66,43,109,60,0.6515151515151515,0.5311216021303434,0.7552412593807046,0.5504587155963303,0.456942160288216,0.6405397414433016
<30%,77,57,112,81,0.7402597402597403,0.6325779252040777,0.8251080262835839,0.7232142857142857,0.6340021985730062,0.7976222000578224
>=60%,31,25,53,30,0.8064516129032258,0.6371974218820453,0.908129916384139,0.5660377358490566,0.4326535142760729,0.690496034402497
